"sirius_smiles"	"sirius_structurePerIdRank"	"sirius_formulaRank"	"sirius_ConfidenceScoreExact"	"sirius_ConfidenceScoreApproximate"	"sirius_CSI:FingerIDScore"	"sirius_ZodiacScore"	"sirius_SiriusScoreNormalized"	"sirius_SiriusScore"	"sirius_molecularFormula"	"sirius_adduct"	"sirius_precursorFormula"	"sirius_InChIkey2D"	"sirius_InChI"	"sirius_name"	"sirius_xlogp"	"sirius_pubchemids"	"sirius_links"	"sirius_dbflags"	"sirius_ionMass"	"sirius_retentionTimeInSeconds"	"sirius_retentionTimeInMinutes"	"sirius_formulaId"	"sirius_alignedFeatureId"	"sirius_mappingFeatureId"	"sirius_overallFeatureQuality"	"sirius_chebiid"	"sirius_chebiasciiname"	"sirius_searchscore"	"sirius_entitystar"	"feature_id"
"C1CC(=O)NC1C(=O)OC2=CC=CC=C2C(=O)O"	1	1	"0.115"	"0.115"	-272.724	1	0.333	56.612	"C12H11NO5"	"[M + H3N + H]+"	"C12H15N2O5+"	"QIVGHCRIRZKFKJ"	"InChI=1S/C12H11NO5/c14-10-6-5-8(13-10)12(17)18-9-4-2-1-3-7(9)11(15)16/h1-4,8H,5-6H2,(H,13,14)(H,15,16)"	"(R)-5-Oxo-2-pyrrolidinecarboxylic acid 2-carboxyphenyl ester"	0.6	"93481559;44146051;44146716"	"NORMAN:(NS00063661);PUBCHEM:(93481559 44146051 44146716);DSSTox:(DTXSID401287706 DTXSID801005594)"	137439215618	267.098	218	3.641	695994861766914176	695994659840527744	358	NA	NA	NA	NA	NA	358
"C1CC(CCC(CCC1O)O)O"	1	1	"0.399"	"0.399"	-79.277	1	0.5	108.063	"C9H18O3"	"[M + H3N + H]+"	"C9H22NO3+"	"UCFRYMYPWWSXFJ"	"InChI=1S/C9H18O3/c10-7-1-2-8(11)5-6-9(12)4-3-7/h7-12H,1-6H2"	"Cyclononane-1,4,7-triol"	0.3	"57043543"	"PUBCHEM:(57043543)"	2	192.16	164	2.725	695994773166430080	695994654673144576	217	NA	NA	NA	NA	NA	217
"C1CC(CN(C1)N=O)Cl"	1	1	"0.019"	"0.034"	-205.944	1	0.333	116.496	"C5H9ClN2O"	"[M + H3N + H]+"	"C5H13ClN3O+"	"KWWLFIMAJYMXDK"	"InChI=1S/C5H9ClN2O/c6-5-2-1-3-8(4-5)7-9/h5H,1-4H2"	"3-Chloro-1-nitrosopiperidine"	1.805	"12508358"	"PUBCHEMANNOTATIONSAFETYANDTOXIC;MESH:(12508358);PUBCHEM:(12508358);DSSTox:(DTXSID20984050);PUBMED"	137506062406	166.073	193	3.223	695994818024515200	695994657969867904	305	NA	NA	NA	NA	NA	305
"C1CC(N(C1)C(=O)C(CC2=CN=CN2)N)C(=O)O"	1	1	"0.855"	"0.855"	-171.666	0.999	0.333	120.861	"C11H16N4O3"	"[M - H2O + H]+"	"C11H15N4O2+"	"LNCFUHAPNTYMJB"	"InChI=1S/C11H16N4O3/c12-8(4-7-5-13-6-14-7)10(16)15-3-1-2-9(15)11(17)18/h5-6,8-9H,1-4,12H2,(H,13,14)(H,17,18)"	"1-[2-azaniumyl-3-(1H-imidazol-5-yl)propanoyl]pyrrolidine-2-carboxylate"	-0.861	"14324830;7408729;16741070;152322;449506;449507;11902993"	"PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0346707);HMDB:(HMDB0028893 HMDB0304781);BloodExposome:(152322);CHEBI:(74055 147379);SUPERNATURAL:(SN0210065);MESH:(152322);FooDB:(FDB098206 FDB111922);PUBCHEM:(14324830 7408729 16741070 152322 449506 449507 11902993);DSSTox:(DTXSID50943211);GNPS:(CCMSLIB00003137398);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)"	138033500270	235.119	230	3.83	695994859883671680	695994661061070336	389	NA	NA	NA	NA	NA	389
"C1CC1C(=O)NC2=CC=C(C=C2)OCC(=O)NC3=CC=C(C=C3)C(F)(F)F"	1	1	"0.048"	"0.048"	-160.521	0.995	0.997	95.563	"C19H17F3N2O3"	"[M + Na]+"	"C19H17F3N2NaO3+"	"ZQDOVPDZNISZQW"	"InChI=1S/C19H17F3N2O3/c20-19(21,22)13-3-5-14(6-4-13)23-17(25)11-27-16-9-7-15(8-10-16)24-18(26)12-1-2-12/h3-10,12H,1-2,11H2,(H,23,25)(H,24,26)"	"N-[4-[2-oxo-2-[4-(trifluoromethyl)anilino]ethoxy]phenyl]cyclopropanecarboxamide"	3.3	"60522203"	"PUBCHEM:(60522203)"	2	401.108	205	3.414	695994899591149568	695994658980695296	333	NA	NA	NA	NA	NA	333
"C1CC1C2=NOC(=N2)CN3C=CN(C(=O)C3=O)C4CC4"	1	3	"0.084"	"0.084"	-149.909	0.13	0.333	77.275	"C13H14N4O3"	"[M + H3N + H]+"	"C13H18N5O3+"	"SDOSJFGTLZQGPR"	"InChI=1S/C13H14N4O3/c18-12-13(19)17(9-3-4-9)6-5-16(12)7-10-14-11(15-20-10)8-1-2-8/h5-6,8-9H,1-4,7H2"	"1-Cyclopropyl-4-[(3-cyclopropyl-1,2,4-oxadiazol-5-yl)methyl]pyrazine-2,3-dione"	0.3	"139022985"	"PUBCHEM:(139022985)"	2	292.14	332	5.536	695994943652315136	695994669223186816	632	NA	NA	NA	NA	NA	632
"C1CC1CS(=O)(=O)C2=CC=C(C=C2)CC(=O)O"	1	2	"0.131"	"0.131"	-136.143	0.037	0.333	83.688	"C12H14O4S"	"[M + H3N + H]+"	"C12H18NO4S+"	"HJHIWZSHVWABCJ"	"InChI=1S/C12H14O4S/c13-12(14)7-9-3-5-11(6-4-9)17(15,16)8-10-1-2-10/h3-6,10H,1-2,7-8H2,(H,13,14)"	"2-[4-(Cyclopropylmethylsulfonyl)phenyl]acetate"	1.74	"154500575;43560569"	"PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(154500575 43560569)"	67108866	272.096	140	2.326	695994818582357760	695994650000689664	143	NA	NA	NA	NA	NA	143
"C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCN(CC4)S(=O)(=O)C5=CC=C(C=C5)N)F)C(=O)O"	1	1	"0.030"	"0.030"	-516.239	1	1	52.142	"C23H23FN4O5S"	"[M + Na]+"	"C23H23FN4NaO5S+"	"LHQCNYXFOFNLNV"	"InChI=1S/C23H23FN4O5S/c24-19-11-17-20(28(15-3-4-15)13-18(22(17)29)23(30)31)12-21(19)26-7-9-27(10-8-26)34(32,33)16-5-1-14(25)2-6-16/h1-2,5-6,11-13,15H,3-4,7-10,25H2,(H,30,31)"	"7-[4-(4-Aminophenyl)sulfonylpiperazin-1-yl]-1-cyclopropyl-6-fluoro-4-oxoquinoline-3-carboxylic acid"	1.989	"9805427"	"PUBCHEMANNOTATIONBIO:(null);MESH:(9805427);PUBCHEM:(9805427);PUBMED:(null)"	16777286	509.127	214	3.57	695995060572737280	695994659718892928	354	NA	NA	NA	NA	NA	354
"C1CC2CC1CC2CC(C3CC4CCC3C4)O"	1	1	"0.079"	"0.079"	-80.491	0.523	0.147	107.067	"C16H26O"	"[M + H3N + H]+"	"C16H30NO+"	"HXMHFDTWULGICN"	"InChI=1S/C16H26O/c17-16(15-8-11-2-4-13(15)6-11)9-14-7-10-1-3-12(14)5-10/h10-17H,1-9H2"	"1,2-Bis(2-bicyclo[2.2.1]heptanyl)ethanol"	4.8	"113383448"	"PUBCHEM:(113383448)"	2	252.233	141	2.342	695994791185161728	695994650428508672	150	NA	NA	NA	NA	NA	150
"C1CCC(C1)CCC(=O)NC(CCC(=O)O)C(=O)O"	1	1	"0.464"	"0.464"	-190.299	1	0.333	93.218	"C13H21NO5"	"[M + H3N + H]+"	"C13H25N2O5+"	"NOOXBRWFQGITBB"	"InChI=1S/C13H21NO5/c15-11(7-5-9-3-1-2-4-9)14-10(13(18)19)6-8-12(16)17/h9-10H,1-8H2,(H,14,15)(H,16,17)(H,18,19)"	"(2S)-2-(3-cyclopentylpropanoylamino)pentanedioic acid"	1.5	"61152284;60657037"	"PUBCHEM:(61152284 60657037)"	2	289.175	177	2.945	695994788723105024	695994655692360576	240	NA	NA	NA	NA	NA	240
"C1CCC2(CCN(CC2C1)C(=O)CC3(CCOCC3)N4C=CC=C4)O"	1	1	"0.035"	"0.035"	-475.545	1	0.333	80.344	"C20H30N2O3"	"[M + H3N + H]+"	"C20H34N3O3+"	"HHZJYAZCPZYPAO"	"InChI=1S/C20H30N2O3/c23-18(21-12-7-20(24)6-2-1-5-17(20)16-21)15-19(8-13-25-14-9-19)22-10-3-4-11-22/h3-4,10-11,17,24H,1-2,5-9,12-16H2"	"1-(4a-hydroxy-decahydroisoquinolin-2-yl)-2-[4-(1H-pyrrol-1-yl)oxan-4-yl]ethan-1-one"	1.2	"129894650;125427635;125427636;125427637;121541629"	"COCONUT:(CNP0410584);SUPERNATURAL:(SN0126161);PUBCHEM:(129894650 125427635 125427636 125427637 121541629)"	3145730	364.26	145	2.422	695994788987346304	695994651091208704	158	NA	NA	NA	NA	NA	158
"C1CCN(CC1)CO"	1	1	"0.501"	"0.501"	-59.985	0.999	0.333	13.96	"C6H13NO"	"[M - H2O + H]+"	"C6H12N+"	"RJUAEBLXGFKZMS"	"InChI=1S/C6H13NO/c8-6-7-4-2-1-3-5-7/h8H,1-6H2"	"(2,2,3,3,4,4-Hexadeuteriopiperidin-1-yl)methanol"	0.895	"154070865;88676789;88677095;88677153;446909"	"PUBCHEM:(154070865 88676789 88677095 88677153 446909)"	2	98.097	258	4.296	695994937570573952	695994663690899200	470	NA	NA	NA	NA	NA	470
"C1CN(C(=O)NC1O)C2CC(C(C(O2)CO)O)F"	1	1	"0.009"	"0.009"	-271.915	0.991	0.219	50.144	"C10H17FN2O5"	"[M - H2O + H]+"	"C10H16FN2O4+"	"NRFWTQVRUFKQHC"	"InChI=1S/C10H17FN2O5/c11-5-3-8(18-6(4-14)9(5)16)13-2-1-7(15)12-10(13)17/h5-9,14-16H,1-4H2,(H,12,17)"	"(4R)-1-[(2R,5R,6R)-4-fluoro-5-hydroxy-6-(hydroxymethyl)oxan-2-yl]-4-hydroxy-1,3-diazinan-2-one"	-1	"148679127"	"PUBCHEM:(148679127)"	2	247.109	379	6.316	695995056936275584	695994672708653824	731	NA	NA	NA	NA	NA	731
"C1CN(CC1(F)F)C(=O)C2CC(CN2C(=O)N)N3CCN(CC3)C4=NC=C(C=N4)O"	1	1	"0.029"	"0.029"	-388.424	0.824	0.278	30.415	"C18H25F2N7O3"	"[M - H2O + H]+"	"C18H24F2N7O2+"	"VCCFQBLZHYOGRY"	"InChI=1S/C18H25F2N7O3/c19-18(20)1-2-26(11-18)15(29)14-7-12(10-27(14)16(21)30)24-3-5-25(6-4-24)17-22-8-13(28)9-23-17/h8-9,12,14,28H,1-7,10-11H2,(H2,21,30)"	NA	-0.4	"118753069"	"PUBCHEM:(118753069);PUBCHEMANNOTATIONDRUG;PUBMED"	33554498	408.194	481	8.011	695995004461336704	695994678547125504	855	NA	NA	NA	NA	NA	855
"C1CN(CC2=CC=CC=C21)S(=O)(=O)N3CCN(CC3)S(=O)(=O)N4CCOCC4"	1	1	"0.010"	"0.010"	-241.075	0.973	0.996	22.078	"C17H26N4O5S2"	"[M + K]+"	"C17H26KN4O5S2+"	"WKGFOZWHUYUKKW"	"InChI=1S/C17H26N4O5S2/c22-27(23,20-11-13-26-14-12-20)18-7-9-19(10-8-18)28(24,25)21-6-5-16-3-1-2-4-17(16)15-21/h1-4H,5-15H2"	"4-[4-(3,4-dihydro-1H-isoquinolin-2-ylsulfonyl)piperazin-1-yl]sulfonylmorpholine"	-0.5	"55571375"	"PUBCHEM:(55571375)"	2	469.097	324	5.394	695994922525604864	695994668396908800	605	NA	NA	NA	NA	NA	605
"C1CN(CCC1C(=O)O)C2=NC=CC(=N2)C(F)(F)F"	1	3	"0.049"	"0.049"	-237.286	0.307	0.317	61.116	"C11H12F3N3O2"	"[M + H3N + H]+"	"C11H16F3N4O2+"	"QYAIISDWPUEPHG"	"InChI=1S/C11H12F3N3O2/c12-11(13,14)8-1-4-15-10(16-8)17-5-2-7(3-6-17)9(18)19/h1,4,7H,2-3,5-6H2,(H,18,19)"	"1-[4-(trifluoromethyl)pyrimidin-2-yl]piperidine-4-carboxylic Acid"	1.6	"2777798"	"PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(2777798);DSSTox:(DTXSID90380661)"	137506062338	293.122	162	2.708	695994793714327168	695994654362766080	208	NA	NA	NA	NA	NA	208
"C1CN(CCN1C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-])C(=O)C(=O)N3CCOCC3"	1	1	"0.014"	"0.014"	-266.961	1	0.333	69.115	"C17H19F3N4O5"	"[M - H2O + H]+"	"C17H18F3N4O4+"	"XXQZJPJVNBMTPC"	"InChI=1S/C17H19F3N4O5/c18-17(19,20)12-1-2-13(14(11-12)24(27)28)21-3-5-22(6-4-21)15(25)16(26)23-7-9-29-10-8-23/h1-2,11H,3-10H2"	"1-Morpholin-4-yl-2-[4-[2-nitro-4-(trifluoromethyl)phenyl]piperazin-1-yl]ethane-1,2-dione"	1.5	"17395128"	"PUBCHEM:(17395128)"	2	399.127	259	4.322	695994948547068160	695994663858671360	476	NA	NA	NA	NA	NA	476
"C1CN(CCN1CCNC(=O)NC(CC2=CC=CC=C2)C(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O"	1	2	"0.012"	"0.012"	-543.554	0.22	0.274	38.907	"C26H33N5O6"	"[M + K]+"	"C26H33KN5O6+"	"YHOKQRGLHNWHOM"	"InChI=1S/C26H33N5O6/c32-23(33)21(17-19-7-3-1-4-8-19)28-25(36)27-11-12-30-13-15-31(16-14-30)26(37)29-22(24(34)35)18-20-9-5-2-6-10-20/h1-10,21-22H,11-18H2,(H,29,37)(H,32,33)(H,34,35)(H2,27,28,36)"	"2-{[4-(2-{[(1-carboxy-2-phenylethyl)carbamoyl]amino}ethyl)piperazine-1-carbonyl]amino}-3-phenylpropanoic acid"	-0.6	"16405288;4869554"	"COCONUT:(CNP0133615);SUPERNATURAL:(SN0450601);PUBCHEM:(16405288 4869554)"	3145730	550.206	503	8.385	695995096551477760	695994679683782016	869	NA	NA	NA	NA	NA	869
"C1CN(OCCN1C2=C(C=C(C=C2)N3CC(OC3=O)CNC(=O)C(F)F)F)C=O"	1	1	"0.022"	"0.022"	-266.652	1	0.332	54.578	"C17H19F3N4O5"	"[M - H2O + H]+"	"C17H18F3N4O4+"	"NNLKNSQFWMSAHV"	"InChI=1S/C17H19F3N4O5/c18-13-7-11(1-2-14(13)22-3-4-23(10-25)28-6-5-22)24-9-12(29-17(24)27)8-21-16(26)15(19)20/h1-2,7,10,12,15H,3-6,8-9H2,(H,21,26)"	"2,2-difluoro-N-[[(5S)-3-[3-fluoro-4-(2-formyl-1,2,5-oxadiazepan-5-yl)phenyl]-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide"	1.2	"76698939;57994676"	"PUBCHEM:(76698939 57994676)"	2	399.127	264	4.4	695995009389644160	695994664240353152	490	NA	NA	NA	NA	NA	490
"C1CN(OCCN1C2=C(C=C(C=C2)N3CC(OC3=O)CNC(=O)C(F)F)F)C=O"	1	1	"0.018"	"0.018"	-270.718	0.988	0.333	53.148	"C17H19F3N4O5"	"[M - H2O + H]+"	"C17H18F3N4O4+"	"NNLKNSQFWMSAHV"	"InChI=1S/C17H19F3N4O5/c18-13-7-11(1-2-14(13)22-3-4-23(10-25)28-6-5-22)24-9-12(29-17(24)27)8-21-16(26)15(19)20/h1-2,7,10,12,15H,3-6,8-9H2,(H,21,26)"	"2,2-difluoro-N-[[(5S)-3-[3-fluoro-4-(2-formyl-1,2,5-oxadiazepan-5-yl)phenyl]-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide"	1.2	"76698939;57994676"	"PUBCHEM:(76698939 57994676)"	2	399.126	251	4.187	695994989726745984	695994662864621312	450	NA	NA	NA	NA	NA	450
"C1CN1C2=CC(=O)C(=C(C2=O)N3CC3)N4CC4"	1	1	"0.025"	"0.025"	-218.783	0.285	0.279	46.972	"C12H13N3O2"	"[M + H3N + H]+"	"C12H17N4O2+"	"PXSOHRWMIRDKMP"	"InChI=1S/C12H13N3O2/c16-9-7-8(13-1-2-13)12(17)11(15-5-6-15)10(9)14-3-4-14/h7H,1-6H2"	"Triaziquone"	-0.479	"6235"	"PUBCHEMANNOTATIONBIO:(null);NORMAN:(NS00036689);HMDB:(HMDB0259153);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(6235);CHEBI:(27090);HSDB:(68-76-8);KEGG:(C19542);MESH:(6235);PUBCHEM:(6235);DSSTox:(DTXSID1021370);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)"	137560851310	249.133	198	3.301	695994861842411776	695994658678705408	323	NA	NA	NA	NA	NA	323
"C1CNC(C(C1O)O)C(=O)O"	1	1	"0.156"	"0.156"	-167.501	1	0.333	44.697	"C6H11NO4"	"[M - H2O + H]+"	"C6H10NO3+"	"SUCGXPHEYBRFIL"	"InChI=1S/C6H11NO4/c8-3-1-2-7-4(5(3)9)6(10)11/h3-5,7-9H,1-2H2,(H,10,11)"	"3alpha,4alpha-Dihydroxypiperidine-2alpha-carboxylic acid"	-1.467	"14523449;71818899;165886575;452016;122425044;132966281"	"SUPERNATURAL:(SN0355390);MESH:(14523449);PUBCHEM:(14523449 71818899 165886575 452016 122425044 132966281);DSSTox:(DTXSID60151921);PUBMED:(null)"	137440002118	144.066	256	4.262	695994922018094080	695994663460212480	462	NA	NA	NA	NA	NA	462
"C1CNC(C1O)C(=O)O"	1	1	"0.261"	"0.293"	-76.039	1	0.333	53.452	"C5H9NO3"	"[M - H2O + H]+"	"C5H8NO2+"	"BJBUEDPLEOHJGE"	"InChI=1S/C5H9NO3/c7-3-1-2-6-4(3)5(8)9/h3-4,6-7H,1-2H2,(H,8,9)"	"3-hydroxypyrrolidine-2-carboxylic acid"	-0.978	"20619164;53684717;53684718;129850973;129851004;22941450;7098651;7098652;59116158;25202477;91972251;139910620;139910622;559314;153693349;11137200;10725382;150779;440575;11877126;141023221"	"PUBCHEMANNOTATIONBIO;HMDB:(HMDB0002113 HMDB0059659 HMDB0245903);MiMeDB:(MMDBc0054679);BloodExposome:(150779 53684717 11137200 440575);SUPERNATURAL:(SN0026947);MESH:(150779 440575 559314);FooDB:(FDB011875);PUBCHEM:(20619164 53684717 53684718 129850973 129851004 22941450 7098651 7098652 59116158 25202477 91972251 139910620 139910622 559314 153693349 11137200 10725382 150779 440575 11877126 141023221);COCONUT:(CNP0193079);NORMAN:(NS00014961);METACYC:(3-HYDROXY-L-PROLINE CPD-664);CHEBI:(16889 20056 57938 60041 88157 64368 70756 55479 87840);KEGG:(C05147 C19706);DSSTox:(DTXSID20276427 DTXSID701009886 DTXSID70427760);LOTUS:(Q27159975 Q23804983);PUBCHEMANNOTATIONDRUG;PUBMED"	139375937902	114.055	332	5.527	695994889608705408	695994669177049472	631	NA	NA	NA	NA	NA	631
"C1CNCCC1O"	1	1	"0.265"	"0.353"	-42.656	1	0.333	9.782	"C5H11NO"	"[M - H2O + H]+"	"C5H10N+"	"HDOWRFHMPULYOA"	"InChI=1S/C5H11NO/c7-5-1-3-6-4-2-5/h5-7H,1-4H2"	"4-Hydroxypiperidine-[d5]"	-0.3	"87399451;16121752;16121847;5260151;131700178;131700179;131852425;131869307;79341;117064546;57765749;68720275"	"NORMAN:(NS00032852 NS00081026);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(79341);PUBCHEM:(87399451 16121752 16121847 5260151 131700178 131700179 131852425 131869307 79341 117064546 57765749 68720275);DSSTox:(DTXSID10202098 DTXSID70202099);PUBMED:(null)"	137510518850	84.081	469	7.825	695994998773860224	695994678148666624	846	NA	"CHEBI:70842"	"methyl 4-hydroxypiperidine-3-carboxylate"	"6.32"	"3"	846
"C1CNCCC1O"	1	1	"0.098"	"0.175"	-87.488	0.999	0.333	28.625	"C5H11NO"	"[M - H2O + H]+"	"C5H10N+"	"HDOWRFHMPULYOA"	"InChI=1S/C5H11NO/c7-5-1-3-6-4-2-5/h5-7H,1-4H2"	"4-Hydroxypiperidine-[d5]"	-0.3	"87399451;16121752;16121847;5260151;131700178;131700179;131852425;131869307;79341;117064546;57765749;68720275"	"NORMAN:(NS00032852 NS00081026);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(79341);PUBCHEM:(87399451 16121752 16121847 5260151 131700178 131700179 131852425 131869307 79341 117064546 57765749 68720275);DSSTox:(DTXSID10202098 DTXSID70202099);PUBMED:(null)"	137510518850	84.081	256	4.262	695994880683226112	695994663514738432	464	NA	"CHEBI:70842"	"methyl 4-hydroxypiperidine-3-carboxylate"	"6.32"	"3"	464
"C1COCCN1CCCS(=O)(=O)O"	1	4	"0.185"	"0.185"	-136.043	0.019	0.059	23.442	"C7H15NO4S"	"[M + Na]+"	"C7H15NNaO4S+"	"DVLFYONBTKHTER"	"InChI=1S/C7H15NO4S/c9-13(10,11)7-1-2-8-3-5-12-6-4-8/h1-7H2,(H,9,10,11)"	"3-(n-morpholino)propanesulfonic acid"	-3.1	"131869305;70807;3830057;3846105;132518199;2723950"	"PUBCHEMANNOTATIONBIO;HMDB:(HMDB0254880);MiMeDB:(MMDBc0032173);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(70807);SUPERNATURAL:(SN0076539);MESH:(70807);PUBCHEM:(131869305 70807 3830057 3846105 132518199 2723950);COCONUT:(CNP0443612);NORMAN:(NS00003745 NS00078709 NS00114763);METACYC:(CPD0-1958);CHEBI:(44115 39076 39075);DSSTox:(DTXSID3072246 DTXSID4044371);LOTUS:(Q4030654);PUBCHEMANNOTATIONDRUG;PUBMED"	138906175598	232.06	119	1.983	695994804376249216	695994645718305024	78	NA	NA	NA	NA	NA	78
"C1CS(CC1OCC#CCO)([O])[O]"	1	1	"0.081"	"0.081"	-147.1	0.821	0.333	70.686	"C8H12O4S"	"[M + H3N + H]+"	"C8H16NO4S+"	"IYVRQNNFGZTQFF"	"InChI=1S/C8H12O4S/c9-4-1-2-5-12-8-3-6-13(10,11)7-8/h8-9H,3-7H2"	NA	-0.6	"5490214"	"NORMAN:(NS00057683);PUBCHEM:(5490214);DSSTox:(DTXSID90960846)"	137439215618	222.08	209	3.476	695994836089383680	695994659228159232	339	NA	NA	NA	NA	NA	339
"C1NNC(S1)(N)S"	1	2	"0.039"	"0.039"	-77.064	0.121	0.086	9.745	"C2H7N3S2"	"[M + H3N + H]+"	"C2H11N4S2+"	"OAUWNSSCAKTCBJ"	"InChI=1S/C2H7N3S2/c3-2(6)5-4-1-7-2/h4-6H,1,3H2"	"2-Amino-1,3,4-thiadiazolidine-2-thiol"	-0.4	"117632778"	"PUBCHEM:(117632778)"	2	155.043	377	6.279	695994983045219456	695994672528298752	726	NA	NA	NA	NA	NA	726
"CC(=C(C(=O)O)F)C"	1	1	"0.014"	"0.014"	-178.033	0.793	0.333	70.412	"C5H7FO2"	"[M + H3N + H]+"	"C5H11FNO2+"	"RHPSOCYWHMIVLQ"	"InChI=1S/C5H7FO2/c1-3(2)4(6)5(7)8/h1-2H3,(H,7,8)"	"2-Fluoro-3-methylbut-2-enoate"	1.5	"154304127;55299767"	"PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(154304127 55299767);PUBMED"	67108930	136.076	116	1.933	695994773241927552	695994645424703744	70	NA	NA	NA	NA	NA	70
"CC(=C(C)C(=O)O)C(=O)O"	1	1	"0.044"	"0.049"	-46.422	0.613	0.499	26.072	"C6H8O4"	"[M + H]+"	"C6H9O4+"	"CGBYBGVMDAPUIH"	"InChI=1S/C6H8O4/c1-3(5(7)8)4(2)6(9)10/h1-2H3,(H,7,8)(H,9,10)"	"dimethylbut-2-enedioic acid"	0.3	"53249654;5371506;5459894;3032309;10262"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0036232 HMDB0245400);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(10262);SUPERNATURAL:(SN0044813);FooDB:(FDB015090);PUBCHEM:(53249654 5371506 5459894 3032309 10262);COCONUT:(CNP0229389);METACYC:(DIMETHYLMAL-CPD);CHEBI:(23812 17081 136689);KEGG:(C00922);DSSTox:(DTXSID001023239 DTXSID40274506);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)"	138100607338	145.05	179	2.989	695994844050173184	695994656128568192	251	NA	"CHEBI:167506"	"2,3-dimethylsuccinic acid"	"3.49"	"3"	251
"CC(=C)C(=O)NC(CCC(=O)O)C(=O)O"	1	1	"0.835"	"0.835"	-143.339	1	0.333	98.75	"C9H13NO5"	"[M + H3N + H]+"	"C9H17N2O5+"	"BCKKKQIAPZBSDV"	"InChI=1S/C9H13NO5/c1-5(2)8(13)10-6(9(14)15)3-4-7(11)12/h6H,1,3-4H2,2H3,(H,10,13)(H,11,12)(H,14,15)"	"(2R)-2-(2-methylprop-2-enoylamino)pentanedioic acid"	0	"22244854;58391616;140292205;18595884"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0255166);BloodExposome:(18595884);PUBCHEM:(22244854 58391616 140292205 18595884);DSSTox:(DTXSID50595072);PUBMED:(null)"	137459925066	233.114	385	6.417	695994987101111552	695994673392325504	751	NA	"CHEBI:182432"	"N-Fructosyl isoleucylglutamate"	"3.12"	"2"	751
"CC(=C)C(=O)O"	1	1	"0.312"	"0.361"	-25.27	0.997	0.333	42.61	"C4H6O2"	"[M + H3N + H]+"	"C4H10NO2+"	"CERQOIWHTDAKMF"	"InChI=1S/C4H6O2/c1-3(2)4(5)6/h1H2,2H3,(H,5,6)"	"Methacrylic Acid"	0.638	"135028018;53717209;53717210;53717211;102295245;59100577;59100582;59383547;10080324;12999035;153698450;153706315;10606696;4093;87595;11804679;141363384;57922373"	"PUBCHEMANNOTATIONBIO;HMDB:(HMDB0254514);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(87069440 87595 4093 3255932);SUPERNATURAL:(SN0043726);HSDB:(79-41-4 5536-61-8);MESH:(4093 87595);FooDB:(FDB004841 FDB010277);PUBCHEM:(135028018 53717209 53717210 53717211 102295245 59100577 59100582 59383547 10080324 12999035 153698450 153706315 10606696 4093 87595 11804679 141363384 57922373);COCONUT:(CNP0147624);NORMAN:(NS00010058 NS00080254 NS00081103 NS00085859 NS00086613 NS00101954 NS00102010 NS00102012 NS00102013 NS00102014 NS00102018 NS00102021 NS00102022 NS00102023 NS00102024 NS00102025 NS00102026 NS00102028 NS00102029 NS00102030 NS00102032 NS00102033 NS00102034 NS00102035 NS00102043 NS00102146 NS00102205 NS00102235 NS00102249 NS00102294 NS00102489 NS00102502 NS00102504 NS00102507 NS00102510 NS00102521 NS00102545 NS00102576 NS00102604 NS00102620 NS00102637 NS00102638 NS00102690 NS00102694 NS00102970 NS00102972 NS00102976 NS00102977 NS00102981 NS00102982 NS00102986 NS00102990 NS00102991 NS00102995 NS00102996 NS00102997 NS00102999 NS00103006 NS00103482 NS00103485 NS00103869 NS00103880 NS00103882);METACYC:(CPD-13859);CHEBI:(25218 25219);DSSTox:(DTXSID0023874 DTXSID00884342 DTXSID20157500 DTXSID20242748 DTXSID3025542 DTXSID50939730 DTXSID9044823);LOTUS:(Q165949);PUBCHEMANNOTATIONDRUG;PUBCHEMANNOTATIONFOOD;PUBMED"	138503522926	104.071	323	5.388	695994951290143104	695994668367548672	604	NA	"CHEBI:16135"	"isobutyric acid"	"2.85"	"3"	604
